ticker,date,open,high,low,close,volume,sourceUrl
XOM,2026-06-23,139.46,140.39,138.5,139.73,13699420,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-06-22,138.54,139,137.02,138.47,15783290,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-06-18,138.32,138.46,135.85,137.81,48063440,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-06-17,141.22,142.34,140.3201,140.74,16663230,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-06-16,140.19,142.15,139.98,141.86,18925360,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-06-15,139.74,141.98,137.72,140.92,23631400,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-06-12,145.63,148.91,145.15,147.01,17713140,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-06-11,152.3,152.49,146.42,146.6,17285830,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-06-10,151.23,152.49,149.56,150.62,14596500,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-06-09,150.91,151.13,147.78,148.91,18163530,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-06-08,151.155,153.81,150.9,151.75,13870880,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-06-05,152.005,152.13,149.3,149.92,16583960,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-06-04,152.05,153.4271,150.94,152.04,11799390,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-06-03,150.605,154.91,150.02,152.53,14372960,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-06-02,149.025,150.83,148.5,149.56,10462400,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-06-01,147.02,149.65,147,149.38,16732080,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-05-29,146.185,146.93,144.71,145.26,27959900,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-05-28,149.34,150.21,146.87,146.96,14012470,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-05-27,147.225,148.685,145.7528,147.9,16241130,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-05-26,153.5,154.55,149.47,149.81,13057760,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-05-22,154.03,155.5499,153.17,154.92,12948450,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-05-21,158.42,159.39,153.46,155.29,17061720,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-05-20,161.61,163.68,156.27,156.28,18509730,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-05-19,161.5,163.32,159.6402,162.55,20715550,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-05-18,157.315,161.73,155.23,160.49,20065230,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-05-15,153.75,158,153,157.92,27882410,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-05-14,151.9,153.1183,151.26,152.78,11331470,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-05-13,150.06,151.79,149.68,151.57,15772780,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-05-12,151.25,151.81,149.7701,150.63,16443100,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-05-11,146.02,149.72,146,149.68,14849470,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-05-08,145.85,146.5,143.9201,144.57,19550070,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-05-07,146.8,147.08,144.19,146.58,22509400,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-05-06,149.07,150.33,147.09,148.69,20526980,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-05-05,153.1,155.29,152.407,154.88,12494640,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-05-04,152.67,154.47,149.515,153.69,14238530,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
XOM,2026-05-01,152.61,155.01,151.13,152.75,15458210,https://api.nasdaq.com/api/quote/XOM/historical?assetclass=stocks&fromdate=2026-05-01&todate=2026-06-25&limit=9999
